miRNA	DSC_27_23_EKB_20250506_1	DSC_27_23_EKB_20250506_2	DSC_28_23_EKB_20250502_1	DSC_28_23_EKB_20250502_2	DSC_29_23_EKB_20250502_1	DSC_29_23_EKB_20250502_2	DSC_30_23_EKB_20250506_1	DSC_30_23_EKB_20250506_2	DSC_31_23_EKB_20250506_1	DSC_31_23_EKB_20250506_2	DSC_32_23_EKB_20250507_1	DSC_32_23_EKB_20250507_2	Melanocytes_27_23_EKB_20250502_1	Melanocytes_27_23_EKB_20250502_2	Melanocytes_29_23_EKB_20250506_1	Melanocytes_29_23_EKB_20250506_2	Melanocytes_30_23_EKB_20250502_1	Melanocytes_30_23_EKB_20250502_2	Melanocytes_31_23_EKB_20250507_1	Melanocytes_31_23_EKB_20250507_2	Melanocytes_32_23_EKB_20250507_1	Melanocytes_32_23_EKB_20250507_2
hsa-miR-3183	0	0	0	0	2	0	0	0	1	3	0	0	0	5	1	1	0	1	4	0	4	7
hsa-miR-548at-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0
hsa-miR-548am-3p	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	2
hsa-miR-4745-3p	0	0	0	0	2	0	0	0	0	2	0	2	0	0	0	1	0	0	2	1	1	0
hsa-miR-548x-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-129-2-3p	4	2	7	0	0	0	0	0	13	5	4	0	0	2	0	0	0	2	0	1	1	0
hsa-miR-346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548p	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-375-3p	0	1	0	3	2	0	1	0	1	0	0	0	10	3	5	9	6	10	17	9	28	25
hsa-miR-519a-5p	13	2	3	7	20	12	6	3	5	0	5	4	0	0	0	0	0	0	0	0	0	0
hsa-miR-449c-5p	1	1	12	9	11	5	5	3	3	6	4	7	0	1	1	0	1	0	1	0	1	0
hsa-miR-519d-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
hsa-miR-205-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	5	0
hsa-miR-3678-5p	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548g-5p	1	0	5	0	0	0	4	0	5	0	1	0	3	8	0	2	0	0	0	0	0	2
hsa-miR-3121-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-183-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6883-3p	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
hsa-miR-518f-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-489-3p	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548x-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519b-3p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-520c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2
hsa-miR-521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3124-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548z	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-642b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548t-3p	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-526b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-128-2-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6784-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-365b-3p	0	1	1	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-199b-3p	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
